Parameterization,N,Run,Variable,Median R_hat,Maximum R_hat,Diagnostics OK,Mean,q05,q50,q95
Centered,2,93,log_sigma_sq,1.00884,1.01904,True,-1.3375200028097503,-4.2074503,-1.2413252,1.3220116849999992
Centered,2,93,theta[1],1.00884,1.01904,True,-0.00495165200817,-1.134414375,-0.0009944548600000001,1.1294547099999985
Centered,2,94,log_sigma_sq,1.01369,1.03996,False,-1.6693935152837576,-4.8763439,-1.5681788,1.3301875399999998
Centered,2,94,theta[1],1.01369,1.03996,False,0.01759712371949,-0.9891767914999999,0.0069035835,1.080984135
Centered,2,95,log_sigma_sq,1.027425,1.07789,False,-1.78462913641175,-4.9773841,-1.6203128,1.150499299999999
Centered,2,95,theta[1],1.027425,1.07789,False,0.01329767544322925,-0.995969715,0.0011225029,1.0325792549999977
Centered,2,96,log_sigma_sq,1.02464,1.05183,False,-1.488442202720425,-4.7893613,-1.3431514999999998,1.3720759349999985
Centered,2,96,theta[1],1.02464,1.05183,False,0.0039441975389259976,-1.0405977299999998,0.0049333086,1.0644411249999997
Centered,2,97,log_sigma_sq,1.00679,1.01515,True,-1.238300003812715,-3.82094992,-1.2656711999999999,1.4171182299999994
Centered,2,97,theta[1],1.00679,1.01515,True,-0.006407698974455001,-1.06708844,-0.00371840235,1.0412926349999996
Centered,2,98,log_sigma_sq,1.0176500000000002,1.04786,False,-1.417097658305391,-4.276282015,-1.337218,1.462970499999999
Centered,2,98,theta[1],1.0176500000000002,1.04786,False,-0.0086824416631215,-1.000808285,-0.00906854185,1.0920198349999999
Centered,2,99,log_sigma_sq,1.005615,1.01318,True,-1.4125728484423348,-4.3289999,-1.4298215,1.3593279249999997
Centered,2,99,theta[1],1.005615,1.01318,True,-0.00035254519835175023,-1.02384145,0.0023619669499999997,0.9900169414999999
Centered,2,100,log_sigma_sq,1.0089549999999998,1.02747,True,-1.4450695648735976,-4.1553518,-1.48776405,1.3571368499999992
Centered,2,100,theta[1],1.0089549999999998,1.02747,True,-0.0033492851201999997,-1.0286165600000001,-0.00281867155,1.0247922099999998
Centered,4,1,log_sigma_sq,1.001665,1.01167,True,-1.3230403156920125,-4.4960226,-1.1679078,1.0440944650000001
Centered,4,1,theta[1],1.001665,1.01167,True,0.32959964515126233,-0.47816746349999995,0.192407995,1.546014855
Centered,4,2,log_sigma_sq,1.006155,1.0329,False,-1.5013224002035952,-4.776701275,-1.3055251,0.861027374
Centered,4,2,theta[1],1.006155,1.0329,False,0.3025387289557175,-0.5015945935,0.166799625,1.4664339599999994
Centered,4,3,log_sigma_sq,1.0394700000000001,1.19327,False,-1.7160156542321097,-4.8287452,-1.5300818,0.8429540759999993
Centered,4,3,theta[1],1.0394700000000001,1.19327,False,0.25800496034547826,-0.4468056909999999,0.129287365,1.32802318
Centered,4,4,log_sigma_sq,1.012045,1.05585,False,-1.40534941452115,-4.225182655,-1.2246907,0.8817580019999953
Centered,4,4,theta[1],1.012045,1.05585,False,0.29864935291114,-0.494407416,0.180811935,1.4711736799999997
Centered,4,5,log_sigma_sq,1.013345,1.05322,False,-1.5449234529551221,-5.04047356,-1.26565085,0.9193859819999995
Centered,4,5,theta[1],1.013345,1.05322,False,0.29883405636786,-0.4682000185,0.15276554,1.4521869749999996
Centered,4,6,log_sigma_sq,1.0101849999999999,1.0487,False,-1.508492614841365,-4.6359288,-1.3035269999999999,0.9168038339999999
Centered,4,6,theta[1],1.0101849999999999,1.0487,False,0.3052214149294225,-0.46360500699999996,0.16539610999999999,1.4820071149999994
Centered,4,7,log_sigma_sq,1.00329,1.01711,True,-1.5101712953278084,-4.170452105000001,-1.39222445,0.8402976264999973
Centered,4,7,theta[1],1.00329,1.01711,True,0.279880870983183,-0.4786040385,0.1600616,1.3767253199999998
Centered,4,8,log_sigma_sq,1.01563,1.06065,False,-1.7315569061643945,-4.73556633,-1.55578855,0.9058522664999998
Centered,4,8,theta[1],1.01563,1.06065,False,0.274650933524027,-0.474343071,0.13596674,1.3888338049999995
Centered,4,9,log_sigma_sq,1.009145,1.03935,False,-1.6878167256282022,-4.9664499,-1.46842135,0.941495479999999
Centered,4,9,theta[1],1.009145,1.03935,False,0.27575764107848927,-0.4509323145,0.12659502,1.4204584649999994
Centered,4,10,log_sigma_sq,1.003665,1.01519,True,-1.4966287565736174,-4.2869177,-1.3788561499999998,0.8556601114999999
Centered,4,10,theta[1],1.003665,1.01519,True,0.2891585817664818,-0.44926063299999996,0.16617419,1.4266725399999993
Centered,4,11,log_sigma_sq,1.00322,1.00723,True,-1.473408396241485,-4.317899945,-1.32642545,0.904612812999999
Centered,4,11,theta[1],1.00322,1.00723,True,0.29563634584778997,-0.48252730499999996,0.157798685,1.4399123099999998
Centered,4,12,log_sigma_sq,1.00279,1.00977,True,-1.4182007956152043,-4.146868155,-1.3125489,0.9752332764999997
