Parameterization,N,Run,Variable,Median R_hat,Maximum R_hat,Diagnostics OK,Mean,q05,q50,q95
Centered,64,32,log_sigma_sq,1.000785,1.00281,True,-1.9037616054656374,-3.21143023,-1.874997,-0.7082348885000002
Centered,64,32,theta[1],1.000785,1.00281,True,0.43623232988363747,0.07653204635000001,0.43087331500000003,0.8200674624999995
Centered,64,33,log_sigma_sq,1.000775,1.00206,True,-1.94018731210725,-3.34449828,-1.90251255,-0.6860909015000001
Centered,64,33,theta[1],1.000775,1.00206,True,0.43567028889401,0.05611618065000001,0.42608546,0.8407728845
Centered,64,34,log_sigma_sq,1.0013,1.00443,True,-1.935266913648375,-3.3400633699999998,-1.89240115,-0.6867543130000002
Centered,64,34,theta[1],1.0013,1.00443,True,0.43094379949623723,0.05959248850000002,0.41963421,0.8250840065
Centered,64,35,log_sigma_sq,1.000535,1.00164,True,-1.9149734486980001,-3.22050071,-1.8601694,-0.7142695525000002
Centered,64,35,theta[1],1.000535,1.00164,True,0.4334295133044587,0.06673046925000001,0.427323815,0.8364588289999998
Centered,64,36,log_sigma_sq,1.00119,1.00329,True,-1.906232095844775,-3.2689807799999997,-1.87213615,-0.6786864235000005
Centered,64,36,theta[1],1.00119,1.00329,True,0.43849916333247246,0.06051751635,0.42669173,0.8490721419999999
Centered,64,37,log_sigma_sq,1.00138,1.00536,True,-1.929165018788975,-3.3253989649999998,-1.87109035,-0.6899402765000011
Centered,64,37,theta[1],1.00138,1.00536,True,0.43395067923961744,0.046233156500000004,0.429348395,0.8295943149999999
Centered,64,38,log_sigma_sq,1.0009299999999999,1.00236,True,-1.922094021989,-3.307774425,-1.8796134,-0.6938989370000007
Centered,64,38,theta[1],1.0009299999999999,1.00236,True,0.43943044471975495,0.07552075895,0.434322475,0.8276154914999998
Centered,64,39,log_sigma_sq,1.001055,1.00362,True,-1.92841649833815,-3.3103575100000002,-1.8882165,-0.6790548095000006
Centered,64,39,theta[1],1.001055,1.00362,True,0.43327842897785773,0.05903647735,0.42882123,0.8295596564999999
Centered,64,40,log_sigma_sq,1.0014500000000002,1.00278,True,-1.9148605986010003,-3.22245603,-1.879154,-0.7142285265
Centered,64,40,theta[1],1.0014500000000002,1.00278,True,0.43479888133220757,0.07100383475000001,0.422687205,0.8327744499999999
Centered,64,41,log_sigma_sq,1.0017,1.00359,True,-1.9427152049985001,-3.3240614899999996,-1.8928233,-0.7483840425000007
Centered,64,41,theta[1],1.0017,1.00359,True,0.43273972403381994,0.07070322395,0.424520235,0.8403741245
Centered,64,42,log_sigma_sq,1.000845,1.00162,True,-1.886817466587725,-3.177156835,-1.85752945,-0.6658987830000002
Centered,64,42,theta[1],1.000845,1.00162,True,0.4411129342797875,0.06709909730000004,0.43938275,0.8419290169999997
Centered,64,43,log_sigma_sq,1.00088,1.00413,True,-1.9330040401663025,-3.383039195,-1.8889453,-0.6620161460000009
Centered,64,43,theta[1],1.00088,1.00413,True,0.436007109568505,0.04017542540000001,0.428892345,0.8524711544999999
Centered,64,44,log_sigma_sq,1.0018699999999998,1.00352,True,-1.958157301515,-3.3435038799999997,-1.90468305,-0.721940699
Centered,64,44,theta[1],1.0018699999999998,1.00352,True,0.42937594288180253,0.06291969480000002,0.41941002,0.830523141
Centered,64,45,log_sigma_sq,1.00131,1.00399,True,-1.911743673635,-3.200692385,-1.88801365,-0.6776396185000007
Centered,64,45,theta[1],1.00131,1.00399,True,0.4354151485948651,0.056381141150000015,0.42379750000000005,0.8454843839999998
Centered,64,46,log_sigma_sq,1.0009000000000001,1.00285,True,-1.9100157125585002,-3.24746134,-1.8803127499999999,-0.6724895455000002
Centered,64,46,theta[1],1.0009000000000001,1.00285,True,0.4346986249648375,0.06669914935,0.424892475,0.8483508904999995
Centered,64,47,log_sigma_sq,1.00156,1.00486,True,-1.943046909175925,-3.422712705,-1.8867871,-0.6767137505000004
Centered,64,47,theta[1],1.00156,1.00486,True,0.4297821762396875,0.052667031300000014,0.425271705,0.8235309584999998
Centered,64,48,log_sigma_sq,1.000525,1.00197,True,-1.9003804549185002,-3.2172905,-1.85544215,-0.7044388065000002
Centered,64,48,theta[1],1.000525,1.00197,True,0.44077497797057497,0.06738654135000004,0.43268313,0.8465967499999999
Centered,64,49,log_sigma_sq,1.00135,1.00715,True,-1.8727224907528501,-3.11243181,-1.84665435,-0.7233143800000003
Centered,64,49,theta[1],1.00135,1.00715,True,0.440009064969845,0.07457648245000002,0.43450224000000004,0.8444226619999995
Centered,64,50,log_sigma_sq,1.000435,1.00139,True,-1.8776658686570002,-3.195619995,-1.8454529000000002,-0.6518557155000023
Centered,64,50,theta[1],1.000435,1.00139,True,0.44295414250712245,0.07901874175000001,0.43318724,0.8514833359999998
Centered,64,51,log_sigma_sq,1.0013,1.00302,True,-1.908029168614775,-3.228540025,-1.8720769499999999,-0.7017173545000004
Centered,64,51,theta[1],1.0013,1.00302,True,0.4384646238524863,0.066578229,0.427652765,0.8366106514999998
Centered,64,52,log_sigma_sq,1.001515,1.00305,True,-1.917269103902,-3.30590451,-1.8936055,-0.6501851415000001
Centered,64,52,theta[1],1.001515,1.00305,True,0.43016932681517495,0.0667808826,0.41169970499999997,0.8520222724999997
Centered,64,53,log_sigma_sq,1.00202,1.00354,True,-1.88387998849365,-3.2174862650000002,-1.8503148999999999,-0.678789080000002
Centered,64,53,theta[1],1.00202,1.00354,True,0.437042190084175,0.05634194735,0.43428964999999997,0.8374277109999996
Centered,64,54,log_sigma_sq,1.00166,1.00338,True,-1.9259395741394252,-3.278918965,-1.8776066,-0.700824252
Centered,64,54,theta[1],1.00166,1.00338,True,0.4342870496673074,0.05584894265000001,0.425513775,0.8227067284999995
Centered,64,55,log_sigma_sq,1.000875,1.00133,True,-1.887160525559525,-3.15781492,-1.8875476,-0.6931141875000004
Centered,64,55,theta[1],1.000875,1.00133,True,0.44129992955054004,0.06343503565,0.43326874,0.8449223825000001
Centered,64,56,log_sigma_sq,1.001,1.00284,True,-1.8683328196812499,-3.18236518,-1.82504035,-0.6770678360000003
Centered,64,56,theta[1],1.001,1.00284,True,0.43827398297179004,0.049502221900000004,0.43182188499999996,0.8426015109999996
Centered,64,57,log_sigma_sq,1.001785,1.00526,True,-1.955811194842825,-3.3950270099999997,-1.8968738,-0.7361888030000006
Centered,64,57,theta[1],1.001785,1.00526,True,0.43331580444844997,0.053212999200000013,0.427703355,0.8398622489999998
Centered,64,58,log_sigma_sq,1.001325,1.00318,True,-1.891646715462075,-3.19022558,-1.8623592,-0.7053017035000003
Centered,64,58,theta[1],1.001325,1.00318,True,0.43833380394191,0.07220869385,0.42630484,0.8223783129999999
Centered,64,59,log_sigma_sq,1.00193,1.00464,True,-1.9292601808112777,-3.39634852,-1.85757315,-0.6820257505000015
Centered,64,59,theta[1],1.00193,1.00464,True,0.44157238415770994,0.058123146199999996,0.434733535,0.8394270574999999
Centered,64,60,log_sigma_sq,1.00225,1.00855,True,-1.951146737700175,-3.50176111,-1.8709622000000001,-0.668448847000001
Centered,64,60,theta[1],1.00225,1.00855,True,0.43439845675569244,0.0522171502,0.42395843499999997,0.8464603784999999
Centered,64,61,log_sigma_sq,1.000855,1.00179,True,-1.8839837059336,-3.174231835,-1.8540842,-0.6620686835000004
Centered,64,61,theta[1],1.000855,1.00179,True,0.44428401288840746,0.0807604784,0.436595475,0.8335545909999998
Centered,64,62,log_sigma_sq,1.00082,1.00283,True,-1.9357959319522502,-3.246930135,-1.89869435,-0.7376805690000002
Centered,64,62,theta[1],1.00082,1.00283,True,0.4310903788345125,0.05842443745000001,0.424153375,0.8240078164999997
Centered,64,63,log_sigma_sq,1.00139,1.01152,True,-1.93426703988775,-3.29412375,-1.88370315,-0.6775813960000001
Centered,64,63,theta[1],1.00139,1.01152,True,0.437612986677825,0.05021819,0.432560075,0.8389610175000001
Centered,64,64,log_sigma_sq,1.000855,1.00193,True,-1.899016800191835,-3.24990731,-1.8694819,-0.6750231540000002
Centered,64,64,theta[1],1.000855,1.00193,True,0.43755645553498995,0.07418585800000001,0.431364455,0.827916601
Centered,64,65,log_sigma_sq,1.00057,1.00283,True,-1.908560926061925,-3.22980766,-1.87508155,-0.7078797950000005
Centered,64,65,theta[1],1.00057,1.00283,True,0.4379731806052415,0.05469711505000002,0.43112287000000005,0.8407836439999999
Centered,64,66,log_sigma_sq,1.000855,1.00233,True,-1.90508297357425,-3.2918171399999996,-1.8535963500000001,-0.7008075355000001
Centered,64,66,theta[1],1.000855,1.00233,True,0.435705124093235,0.05768523610000001,0.428611305,0.829294738
Centered,64,67,log_sigma_sq,1.0006599999999999,1.00253,True,-1.9449602767110175,-3.326608865,-1.89404785,-0.7268522400000006
Centered,64,67,theta[1],1.0006599999999999,1.00253,True,0.43591072643337253,0.06532880155000001,0.42418726,0.837397539
Centered,64,68,log_sigma_sq,1.00122,1.00386,True,-1.9202302447957,-3.30584228,-1.8696874,-0.6744687565000002
Centered,64,68,theta[1],1.00122,1.00386,True,0.4413509158384575,0.06137024480000001,0.433018055,0.8396817359999996
Centered,64,69,log_sigma_sq,1.0006650000000001,1.0022,True,-1.9055608998950249,-3.1999091049999997,-1.878186,-0.7505568790000001
Centered,64,69,theta[1],1.0006650000000001,1.0022,True,0.439264530239205,0.07174178685,0.434230405,0.8451525199999997
Centered,64,70,log_sigma_sq,1.001355,1.00324,True,-1.94254086136675,-3.265893375,-1.8940553,-0.7292884960000006
Centered,64,70,theta[1],1.001355,1.00324,True,0.4312613567883575,0.05809232675000001,0.42012206,0.837644151
Centered,64,71,log_sigma_sq,1.001325,1.00235,True,-1.896547595685365,-3.209811485,-1.86874305,-0.6951399935000009
Centered,64,71,theta[1],1.001325,1.00235,True,0.43833391647633246,0.0667490613,0.434361555,0.8219589919999998
Centered,64,72,log_sigma_sq,1.0005600000000001,1.00233,True,-1.9000567770006,-3.197082735,-1.8581078,-0.7124547980000003
Centered,64,72,theta[1],1.0005600000000001,1.00233,True,0.43770889572407673,0.0644138318,0.433300605,0.8326995344999998
Centered,64,73,log_sigma_sq,1.000695,1.0027,True,-1.90441975758965,-3.2336089550000002,-1.857573,-0.7359688935000002
Centered,64,73,theta[1],1.000695,1.0027,True,0.43309123995010496,0.05115417035,0.423277075,0.8391576289999993
Centered,64,74,log_sigma_sq,1.00164,1.00427,True,-1.910650843997625,-3.35816992,-1.8600701499999999,-0.6856130490000008
Centered,64,74,theta[1],1.00164,1.00427,True,0.43477722672114,0.05957492355000002,0.426519045,0.8427242875
Centered,64,75,log_sigma_sq,1.00098,1.00297,True,-1.8811617338968976,-3.2154771749999997,-1.8302844999999999,-0.7327587760000003
Centered,64,75,theta[1],1.00098,1.00297,True,0.4381427408132075,0.06568097010000004,0.434688185,0.8244850504999999
Centered,64,76,log_sigma_sq,1.001055,1.00425,True,-1.94571199414525,-3.34059792,-1.9088905999999999,-0.6949781605000002
Centered,64,76,theta[1],1.001055,1.00425,True,0.435947925241355,0.06594111315000001,0.42998953500000003,0.8391063125
Centered,64,77,log_sigma_sq,1.000365,1.00342,True,-1.9124724487968252,-3.217003425,-1.8819632,-0.7071285585000002
Centered,64,77,theta[1],1.000365,1.00342,True,0.4396990090867,0.05444106805000001,0.42947764,0.8489508989999999
Centered,64,78,log_sigma_sq,1.001045,1.00259,True,-1.923977645987775,-3.3115287849999997,-1.87480345,-0.691585431000001
Centered,64,78,theta[1],1.001045,1.00259,True,0.434236232067085,0.0598476477,0.42382684000000004,0.8420309289999999
Centered,64,79,log_sigma_sq,1.0012150000000002,1.00331,True,-1.922771415997075,-3.280208185,-1.8735027999999998,-0.7523875900000001
Centered,64,79,theta[1],1.0012150000000002,1.00331,True,0.4349810799467963,0.055261075500000006,0.43042992,0.8297731274999997
Centered,64,80,log_sigma_sq,1.000855,1.00245,True,-1.9759859345489998,-3.471427975,-1.9149752,-0.7314729105000003
Centered,64,80,theta[1],1.000855,1.00245,True,0.430207138300029,0.057648524050000004,0.42065471499999996,0.8419020254999998
Centered,64,81,log_sigma_sq,1.0017399999999999,1.00375,True,-1.8995681880983253,-3.23889463,-1.8698539,-0.6471648625
Centered,64,81,theta[1],1.0017399999999999,1.00375,True,0.4402298540608,0.06531175975,0.431339475,0.8381455189999995
Centered,64,82,log_sigma_sq,1.0019399999999998,1.00361,True,-1.90956003382315,-3.289376665,-1.8457691,-0.6847641185000004
Centered,64,82,theta[1],1.0019399999999998,1.00361,True,0.43964456284075254,0.05737544575000002,0.428782355,0.8567911954999997
Centered,64,83,log_sigma_sq,1.00074,1.00273,True,-1.896271464340225,-3.23818532,-1.86654225,-0.6905126975000002
Centered,64,83,theta[1],1.00074,1.00273,True,0.4413078136753618,0.059109195,0.43275362,0.8580590289999994
Centered,64,84,log_sigma_sq,1.00109,1.00332,True,-1.9213259933587077,-3.33886325,-1.8740076499999998,-0.6433771175000002
Centered,64,84,theta[1],1.00109,1.00332,True,0.439967553038215,0.06362384525000002,0.42889544999999996,0.8401153099999998
Centered,64,85,log_sigma_sq,1.0006650000000001,1.00154,True,-1.895798366578,-3.16328775,-1.87371215,-0.6628970130000013
Centered,64,85,theta[1],1.0006650000000001,1.00154,True,0.440132563464765,0.07879424190000002,0.432491435,0.8329833744999998
Centered,64,86,log_sigma_sq,1.0005950000000001,1.00238,True,-1.91650189746875,-3.2360375350000004,-1.88820925,-0.698015309000002
Centered,64,86,theta[1],1.0005950000000001,1.00238,True,0.43526562502382,0.07404594015,0.42572424,0.8299901869999999
Centered,64,87,log_sigma_sq,1.000305,1.00323,True,-1.8899548661776748,-3.2105965199999997,-1.8512195500000002,-0.6657300590000031
Centered,64,87,theta[1],1.000305,1.00323,True,0.4440659769365975,0.0798731207,0.43332377,0.8546064754999999
Centered,64,88,log_sigma_sq,1.00061,1.00457,True,-1.8733822935214999,-3.140524655,-1.83696225,-0.7201019865000006
Centered,64,88,theta[1],1.00061,1.00457,True,0.4446705793790475,0.0722347193,0.43594394000000003,0.8381261845
Centered,64,89,log_sigma_sq,1.001735,1.00427,True,-1.960272211929775,-3.48596513,-1.8756281499999998,-0.6845300845000007
Centered,64,89,theta[1],1.001735,1.00427,True,0.43600855493971197,0.040224023200000014,0.4283745,0.8650852299999999
Centered,64,90,log_sigma_sq,1.00024,1.00281,True,-1.8597624599678748,-3.1499314050000002,-1.8387099,-0.6562815335000012
Centered,64,90,theta[1],1.00024,1.00281,True,0.44146189065809094,0.058120519249999995,0.43381154,0.8530573094999999
Centered,64,91,log_sigma_sq,1.00098,1.00422,True,-1.9191274619034,-3.28706521,-1.8765030999999999,-0.7138020390000002
Centered,64,91,theta[1],1.00098,1.00422,True,0.43386106747680003,0.060454283950000014,0.42547383,0.838102651
Centered,64,92,log_sigma_sq,1.0011700000000001,1.00282,True,-1.8964831144166001,-3.21809916,-1.86404605,-0.7061863620000024
Centered,64,92,theta[1],1.0011700000000001,1.00282,True,0.444541990517415,0.0836107113,0.435967215,0.8433126689999997
Centered,64,93,log_sigma_sq,1.0003834999999999,1.00428,True,-1.8880913132682249,-3.25870465,-1.8443553499999998,-0.6827898265000005
Centered,64,93,theta[1],1.0003834999999999,1.00428,True,0.44243153041506805,0.06602073860000002,0.436147505,0.8501071089999996
Centered,64,94,log_sigma_sq,1.00107,1.0037,True,-1.9143910298970002,-3.3295297649999998,-1.88209415,-0.6583220300000004
Centered,64,94,theta[1],1.00107,1.0037,True,0.43937831632125746,0.06114535555000001,0.43256245,0.8485917799999999
Centered,64,95,log_sigma_sq,1.0013,1.00214,True,-1.8916101292767753,-3.205945285,-1.87125975,-0.670273677500001
Centered,64,95,theta[1],1.0013,1.00214,True,0.44266235161719997,0.05567290750000002,0.435359675,0.8443668904999998
Centered,64,96,log_sigma_sq,1.00078,1.00119,True,-1.9166635758903177,-3.2405301900000003,-1.86591305,-0.7154166060000005
Centered,64,96,theta[1],1.00078,1.00119,True,0.4336642795387375,0.07239714720000001,0.42613412500000003,0.8463896734999999
Centered,64,97,log_sigma_sq,1.000635,1.00317,True,-1.915886705990425,-3.276515995,-1.8919774,-0.6819629145000001
Centered,64,97,theta[1],1.000635,1.00317,True,0.4340125021226903,0.06845203155,0.41993358000000003,0.8431589064999998
Centered,64,98,log_sigma_sq,1.0011,1.0024,True,-1.9066625733829001,-3.26393224,-1.8687318,-0.6624627450000011
Centered,64,98,theta[1],1.0011,1.0024,True,0.43474582679964247,0.07352716695,0.42353859,0.8393520624999999
Centered,64,99,log_sigma_sq,1.0021,1.0084,True,-1.937602448061525,-3.32012317,-1.86177735,-0.7170722780000004
Centered,64,99,theta[1],1.0021,1.0084,True,0.43128849438258,0.03472136950000001,0.4214423,0.8357959474999997
Centered,64,100,log_sigma_sq,1.0018099999999999,1.00568,True,-1.9879059640815249,-3.55115818,-1.8917057000000002,-0.6752724610000002
Centered,64,100,theta[1],1.0018099999999999,1.00568,True,0.43122246951561005,0.06332251470000001,0.42584798,0.8463396244999999
Centered,128,1,log_sigma_sq,1.0008650000000001,1.00264,True,-1.3183556904528224,-2.19932468,-1.33374755,-0.34827680099999997
Centered,128,1,theta[1],1.0008650000000001,1.00264,True,0.72211740712,0.4259000885,0.715853025,1.04261709
Centered,128,2,log_sigma_sq,1.000875,1.00272,True,-1.3293387423913,-2.252936315,-1.36020885,-0.313004265000001
Centered,128,2,theta[1],1.000875,1.00272,True,0.722933722366,0.42279887,0.7182382700000001,1.033050925
Centered,128,3,log_sigma_sq,1.0012699999999999,1.00313,True,-1.31917485550525,-2.24372761,-1.3324213,-0.3454953155000004
Centered,128,3,theta[1],1.0012699999999999,1.00313,True,0.720522430785,0.42024860199999997,0.721122305,1.0195189299999998
Centered,128,4,log_sigma_sq,1.00069,1.00194,True,-1.332761558438325,-2.23034117,-1.3513756,-0.35055794100000015
Centered,128,4,theta[1],1.00069,1.00194,True,0.7187561787757499,0.425997433,0.718918205,1.017665855
Centered,128,5,log_sigma_sq,1.000715,1.00259,True,-1.3252860866571323,-2.219187295,-1.3521138000000001,-0.3459746215000016
Centered,128,5,theta[1],1.000715,1.00259,True,0.721634650752,0.4235503715,0.7204100849999999,1.021816025
Centered,128,6,log_sigma_sq,1.001365,1.00254,True,-1.32780114953315,-2.233117365,-1.35585925,-0.3474370105000001
Centered,128,6,theta[1],1.001365,1.00254,True,0.7178479746349999,0.42343043,0.717352695,1.0264955349999998
Centered,128,7,log_sigma_sq,1.0016,1.00215,True,-1.320446175693225,-2.207770605,-1.3474968999999999,-0.3226606155000002
Centered,128,7,theta[1],1.0016,1.00215,True,0.7206574124142501,0.4198949525,0.7162076150000001,1.0272685549999998
Centered,128,8,log_sigma_sq,1.000815,1.00121,True,-1.32220593014375,-2.235907625,-1.34553205,-0.33396021450000096
Centered,128,8,theta[1],1.000815,1.00121,True,0.7207892768474999,0.433034224,0.71713821,1.024000495
Centered,128,9,log_sigma_sq,1.001065,1.00224,True,-1.3210580421367477,-2.2026329550000003,-1.34771845,-0.37316111700000076
Centered,128,9,theta[1],1.001065,1.00224,True,0.722512531652,0.42985035650000003,0.7182463750000001,1.02440391
Centered,128,10,log_sigma_sq,1.000645,1.00344,True,-1.3268049614533752,-2.240280715,-1.345984,-0.3517238640000008
Centered,128,10,theta[1],1.000645,1.00344,True,0.719524685265,0.424374252,0.715192625,1.02574465
Centered,128,11,log_sigma_sq,1.00089,1.00246,True,-1.31802759956585,-2.183873925,-1.34474815,-0.37419204250000043
Centered,128,11,theta[1],1.00089,1.00246,True,0.72339035988975,0.41921790950000004,0.721210785,1.030185035
Centered,128,12,log_sigma_sq,1.00082,1.00358,True,-1.342558809671855,-2.2212469649999997,-1.3673997500000001,-0.3944414345000003
Centered,128,12,theta[1],1.00082,1.00358,True,0.7223405389125,0.4223825565,0.7170033499999999,1.0349755649999997
Centered,128,13,log_sigma_sq,1.00114,1.0058,True,-1.3337239666085425,-2.194356845,-1.3563433,-0.40100127700000004
Centered,128,13,theta[1],1.00114,1.0058,True,0.720341695144,0.42544331150000003,0.71871247,1.0303396049999998
Centered,128,14,log_sigma_sq,1.0014500000000002,1.00318,True,-1.3187032485465249,-2.18590425,-1.34565255,-0.36526542700000003
Centered,128,14,theta[1],1.0014500000000002,1.00318,True,0.72427575435275,0.432063499,0.722116735,1.0253663199999998
Centered,128,15,log_sigma_sq,1.000695,1.00387,True,-1.3401421784291423,-2.25002176,-1.3653672000000001,-0.3690773445000011
Centered,128,15,theta[1],1.000695,1.00387,True,0.71880615810775,0.429160468,0.71492212,1.0166778199999997
Centered,128,16,log_sigma_sq,1.001495,1.00419,True,-1.323378035154925,-2.2039098100000003,-1.3518568,-0.3560494500000002
Centered,128,16,theta[1],1.001495,1.00419,True,0.7227197640875,0.4244329965,0.71758334,1.02687062
Centered,128,17,log_sigma_sq,1.001265,1.00587,True,-1.3144209486609,-2.209062125,-1.34747005,-0.32658766800000033
Centered,128,17,theta[1],1.001265,1.00587,True,0.72037790581525,0.4211801385,0.717293035,1.032084755
Centered,128,18,log_sigma_sq,1.00099,1.00262,True,-1.31888419300635,-2.219636305,-1.33499005,-0.36234768800000056
Centered,128,18,theta[1],1.00099,1.00262,True,0.7175212448275,0.4200700785,0.714071335,1.0154835799999997
Centered,128,19,log_sigma_sq,1.000975,1.00255,True,-1.32071115119655,-2.217184735,-1.3448892,-0.3311763790000001
Centered,128,19,theta[1],1.000975,1.00255,True,0.7172008041900001,0.4090200575,0.714154135,1.030998565
Centered,128,20,log_sigma_sq,1.0008949999999999,1.00165,True,-1.3287954653121001,-2.208408405,-1.3543490999999999,-0.35438666900000027
Centered,128,20,theta[1],1.0008949999999999,1.00165,True,0.720448477565,0.42559840600000004,0.719667045,1.02647644
Centered,128,21,log_sigma_sq,1.00081,1.00214,True,-1.3338104294693498,-2.210215395,-1.37014655,-0.31730767250000064
Centered,128,21,theta[1],1.00081,1.00214,True,0.7250611710200001,0.42831713650000003,0.7239674899999999,1.035524245
Centered,128,22,log_sigma_sq,1.000915,1.00186,True,-1.3157628066867,-2.2111645149999997,-1.3276260500000001,-0.32545765800000076
Centered,128,22,theta[1],1.000915,1.00186,True,0.7228779864799999,0.418842722,0.721488145,1.0272058849999999
Centered,128,23,log_sigma_sq,1.00074,1.00407,True,-1.3136325505333248,-2.22137715,-1.3364634,-0.32152829650000087
Centered,128,23,theta[1],1.00074,1.00407,True,0.7231720533425,0.42404835900000004,0.7194912099999999,1.0309954499999996
Centered,128,24,log_sigma_sq,1.001175,1.00344,True,-1.335138771840075,-2.230682915,-1.3650451000000001,-0.3653382900000007
Centered,128,24,theta[1],1.001175,1.00344,True,0.7182460449837499,0.4325124065,0.714490855,1.0232339249999995
Centered,128,25,log_sigma_sq,1.00126,1.00303,True,-1.320429994792575,-2.237720175,-1.3470393999999999,-0.316241597
Centered,128,25,theta[1],1.00126,1.00303,True,0.717162107465,0.4098476295,0.716426165,1.0330781699999998
Centered,128,26,log_sigma_sq,1.00155,1.00285,True,-1.3203383173729248,-2.22223779,-1.3451347,-0.34302416200000024
Centered,128,26,theta[1],1.00155,1.00285,True,0.722981531765,0.4173932645,0.720510585,1.0314275149999999
Centered,128,27,log_sigma_sq,1.000675,1.00369,True,-1.3320678135589001,-2.2420331499999997,-1.3526245,-0.29797524400000003
Centered,128,27,theta[1],1.000675,1.00369,True,0.7181831659975001,0.429132289,0.71488011,1.018978355
Centered,128,28,log_sigma_sq,1.000375,1.00355,True,-1.32047395344195,-2.203823625,-1.3391677,-0.39408756750000096
Centered,128,28,theta[1],1.000375,1.00355,True,0.7205840786424998,0.42270949950000003,0.71666948,1.0391550999999999
Centered,128,29,log_sigma_sq,1.000465,1.00311,True,-1.3176959496856497,-2.226635015,-1.34024925,-0.3521119035000001
Centered,128,29,theta[1],1.000465,1.00311,True,0.72025938911,0.429282074,0.717243945,1.0235115299999997
Centered,128,30,log_sigma_sq,1.001245,1.00232,True,-1.3251837681100251,-2.2379688,-1.34486345,-0.33957587400000006
Centered,128,30,theta[1],1.001245,1.00232,True,0.7196187937625,0.4224662065,0.71737818,1.0285978299999996
Centered,128,31,log_sigma_sq,1.00087,1.00292,True,-1.3252553628022625,-2.222427835,-1.34871765,-0.3276583935000001
Centered,128,31,theta[1],1.00087,1.00292,True,0.7224192542215001,0.41838272849999997,0.7197054199999999,1.02820637
Centered,128,32,log_sigma_sq,1.00039,1.00284,True,-1.3179818452046,-2.20213694,-1.3341991,-0.35199562450000066
Centered,128,32,theta[1],1.00039,1.00284,True,0.7250439419854999,0.43101522750000004,0.7257577799999999,1.0147717399999998
Centered,128,33,log_sigma_sq,1.00102,1.00481,True,-1.32683231065225,-2.2511647900000002,-1.34176495,-0.3233558775000009
Centered,128,33,theta[1],1.00102,1.00481,True,0.71894597541775,0.41724915749999997,0.71692737,1.0262476349999998
Centered,128,34,log_sigma_sq,1.000785,1.00429,True,-1.3207427797027251,-2.23977005,-1.3417078500000001,-0.36016701500000203
Centered,128,34,theta[1],1.000785,1.00429,True,0.7214411059775,0.42097608400000003,0.7190355850000001,1.0235824949999996
Centered,128,35,log_sigma_sq,1.001645,1.00363,True,-1.3175190029850001,-2.18128704,-1.34485445,-0.3592228985000003
Centered,128,35,theta[1],1.001645,1.00363,True,0.7211113851425001,0.422040457,0.719933775,1.03166425
Centered,128,36,log_sigma_sq,1.0015200000000002,1.00227,True,-1.3279959915259498,-2.2562106,-1.35779855,-0.3201692235
Centered,128,36,theta[1],1.0015200000000002,1.00227,True,0.71918995124625,0.422645775,0.716382375,1.0274933299999998
Centered,128,37,log_sigma_sq,1.001105,1.0029,True,-1.31823731848285,-2.230105245,-1.3483899,-0.31657257050000115
Centered,128,37,theta[1],1.001105,1.0029,True,0.7192780204999999,0.419673435,0.7155570250000001,1.0223065749999998
Centered,128,38,log_sigma_sq,1.001335,1.00214,True,-1.335339664707905,-2.240281615,-1.35148415,-0.3734372400000002
Centered,128,38,theta[1],1.001335,1.00214,True,0.7219219841050001,0.4161894695,0.721756065,1.02999261
Centered,128,39,log_sigma_sq,1.0009450000000002,1.00177,True,-1.326946805333375,-2.20320822,-1.3564091,-0.3295971860000006
Centered,128,39,theta[1],1.0009450000000002,1.00177,True,0.72133781193225,0.4262581545,0.714698465,1.038841655
Centered,128,40,log_sigma_sq,1.000575,1.00262,True,-1.3308452143116627,-2.20616948,-1.3619765,-0.3606254505000047
Centered,128,40,theta[1],1.000575,1.00262,True,0.720532272055,0.42228551249999996,0.716724275,1.026942335
Centered,128,41,log_sigma_sq,1.0006300000000001,1.00171,True,-1.313955018189575,-2.21573938,-1.32441435,-0.3631520050000001
Centered,128,41,theta[1],1.0006300000000001,1.00171,True,0.7239845595750001,0.4390297065,0.72014017,1.0238940699999997
Centered,128,42,log_sigma_sq,1.0006249999999999,1.00654,True,-1.33100993058944,-2.21700453,-1.3500678499999998,-0.3875972420000006
Centered,128,42,theta[1],1.0006249999999999,1.00654,True,0.72120539658,0.419161388,0.72243634,1.036101785
Centered,128,43,log_sigma_sq,1.00069,1.0029,True,-1.32653067446565,-2.21663209,-1.3461595499999999,-0.3530618950000001
Centered,128,43,theta[1],1.00069,1.0029,True,0.720780525849,0.429654055,0.718673915,1.018303735
Centered,128,44,log_sigma_sq,1.0008849999999998,1.0052,True,-1.32313174292858,-2.23809593,-1.34468345,-0.3279827670000009
Centered,128,44,theta[1],1.0008849999999998,1.0052,True,0.72378993066,0.4246233625,0.7207300249999999,1.03456713
Centered,128,45,log_sigma_sq,1.00068,1.00249,True,-1.3307896904968253,-2.224481945,-1.3563930499999999,-0.38552849050000254
Centered,128,45,theta[1],1.00068,1.00249,True,0.7205139651317499,0.426480288,0.7177984,1.025790635
Centered,128,46,log_sigma_sq,1.000535,1.0032,True,-1.3102973161231297,-2.18958443,-1.3302789499999998,-0.354051295
Centered,128,46,theta[1],1.000535,1.0032,True,0.7262841247725,0.43094319000000003,0.72294826,1.029807665
